"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 25 19:29:45 UTC 2025","Thu Dec 25 19:29:53 UTC 2025","7168","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidEmailPasswordReset","Verify forgot password functionality with valid email",""
"passed","Thu Dec 25 19:31:30 UTC 2025","Thu Dec 25 19:31:58 UTC 2025","27840","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction","Verify keyboard interaction during flows",""
"passed","Thu Dec 25 19:31:16 UTC 2025","Thu Dec 25 19:31:30 UTC 2025","13430","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testMultipleResetAttempts","Verify multiple password reset attempts",""
"passed","Thu Dec 25 19:31:07 UTC 2025","Thu Dec 25 19:31:13 UTC 2025","6337","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation","Verify back navigation from forgot password screen",""
"passed","Thu Dec 25 19:30:58 UTC 2025","Thu Dec 25 19:31:07 UTC 2025","8829","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testIncompleteOTPVerification","Verify OTP validation with incomplete code",""
"passed","Thu Dec 25 19:31:13 UTC 2025","Thu Dec 25 19:31:16 UTC 2025","3159","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testOTPBackNavigation","Verify back navigation from OTP screen",""
"passed","Thu Dec 25 19:30:35 UTC 2025","Thu Dec 25 19:30:58 UTC 2025","22566","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidOTPVerification","Verify OTP input with valid 6-digit code",""
"passed","Thu Dec 25 19:30:24 UTC 2025","Thu Dec 25 19:30:35 UTC 2025","11251","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testSendOTPViaEmail","Verify OTP send via email functionality",""
"passed","Thu Dec 25 19:29:53 UTC 2025","Thu Dec 25 19:30:01 UTC 2025","7697","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testInvalidEmailFormatReset","Verify password reset with invalid email format",""
"passed","Thu Dec 25 19:30:01 UTC 2025","Thu Dec 25 19:30:24 UTC 2025","23604","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset","Verify password reset with empty email field",""
