"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Verify change language functionality","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testChangeLanguageNavigation"
"","0","Verify contact form with minimum valid data","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMinimumValidData"
"","1","Verify app state persistence after backgrounding","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testAppBackgroundingScenario"
"","2","Verify login with empty email shows email error","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyEmailLogin"
"","0","Verify English language selection","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEnglishLanguageSelection"
"","1","Verify special characters in contact form fields","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testSpecialCharactersInput"
"","0","Verify sign in button state","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSignInButtonState"
"","0","Verify contact us form with valid data","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsValidData"
"","1","Verify sign in with code navigation","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSignInWithCodeNavigation"
"","0","Verify send code via text functionality","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSendCodeViaText"
"","0","Verify FitnessVideos functionality","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testFitnessVideosButton"
"","1","Verify email with special characters","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmailWithSpecialCharacters"
"","0","Verify form submission with missing email field","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMissingEmailValidation"
"","0","Verify keyboard behavior with contact form fields","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testKeyboardInteraction"
"","4","Verify login with empty password shows password error","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyPasswordLogin"
"","1","Verify form state after multiple error scenarios","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testFormStateAfterErrors"
"","1","Verify contact us form validation with empty fields","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsEmptyFields"
"","0","Verify forgot password with invalid email","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordInvalidEmail"
"","0","Verify back navigation from contact form","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testBackNavigation"
"","0","Verify multiple form submissions","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMultipleFormSubmissions"
"","0","Verify navigation links are visible","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNavigationLinksVisibility"
"","0","Verify contact us form is accessible from login screen","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testContactUsFormAccess"
"","0","Verify recipes functionality","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testrecipesButton"
"","1","Verify send code via email functionality","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSendCodeViaEmail"
"","1","Verify rapid multiple login attempts","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testRapidLoginAttempts"
"","0","setup","HabitNu Android Mobile Automation","2026-03-24","broken","2026-03-24","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","setup"
"","0","Verify form field character limits","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFieldCharacterLimits"
"","0","Verify successful login and profile access","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testLoginSuccessfully"
"","2","setup","HabitNu Android Mobile Automation","2026-03-24","broken","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","setup"
"","0","Verify OTP validation with invalid code","HabitNu Android Mobile Automation","2026-03-24","skipped","2026-03-24","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testInvalidOTPInput"
