"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23272","Verify password reset with empty email field","HabitNu Android Mobile Automation","2025-12-25","passed","2025-12-25","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset"
"","30870","Verify keyboard interaction during flows","HabitNu Android Mobile Automation","2025-12-25","passed","2025-12-25","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction"
"","7142","Verify OTP validation with incomplete code","HabitNu Android Mobile Automation","2025-12-25","passed","2025-12-25","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testIncompleteOTPVerification"
"","7278","Verify forgot password functionality with valid email","HabitNu Android Mobile Automation","2025-12-25","passed","2025-12-25","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidEmailPasswordReset"
"","22526","Verify OTP input with valid 6-digit code","HabitNu Android Mobile Automation","2025-12-25","passed","2025-12-25","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidOTPVerification"
"","11091","Verify OTP send via email functionality","HabitNu Android Mobile Automation","2025-12-25","passed","2025-12-25","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testSendOTPViaEmail"
"","6149","Verify password reset with invalid email format","HabitNu Android Mobile Automation","2025-12-25","passed","2025-12-25","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testInvalidEmailFormatReset"
"","8699","Verify back navigation from forgot password screen","HabitNu Android Mobile Automation","2025-12-25","passed","2025-12-25","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation"
"","3911","Verify back navigation from OTP screen","HabitNu Android Mobile Automation","2025-12-25","passed","2025-12-25","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testOTPBackNavigation"
"","13372","Verify multiple password reset attempts","HabitNu Android Mobile Automation","2025-12-25","passed","2025-12-25","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testMultipleResetAttempts"
