"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16","Verify weight progress information","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testWeightProgressInformation"
"","98033","Verify form accessibility and usability","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormAccessibility"
"","0","Verify form state after multiple error scenarios","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testLoginSuccessfully"
"","96824","Verify form validation with all empty fields","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testEmptyFormValidation"
"","98015","Verify form error recovery","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormErrorRecovery"
"","3222","Verify maximum length input handling","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testMaxLengthInput"
"","98094","Verify category selection functionality","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testCategorySelection"
"","15312","Verify forgot password with invalid email","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordInvalidEmail"
"","96862","Verify back navigation from language selection","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testLanguageBackNavigation"
"","31939","Verify OTP input using Gmail fetch","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testValidOTPFromGmail"
"","99322","Verify special characters and unicode input handling","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSpecialCharactersInput"
"","41171","Verify Discussion functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDiscussionButton"
"","98024","Verify contact form with minimum valid data","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMinimumValidData"
"","3988","Verify login with empty credentials shows validation errors","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyLogin"
"","104676","Verify contact us form with valid data","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsValidData"
"","9972","Verify send code via email functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSendCodeViaEmail"
"","100807","Verify OTP validation with incomplete code","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testIncompleteOTPVerification"
"","61685","Verify Weight functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testWeightButton"
"","1723","Verify email field accepts valid email format","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testValidEmailInput"
"","96776","Verify English language selection","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEnglishLanguageSelection"
"","98033","Verify multiple form submissions","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMultipleFormSubmissions"
"","96727","Verify form state after multiple error scenarios","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testFormStateAfterErrors"
"","96775","Verify contact us form with invalid email","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsInvalidEmail"
"","41380","Verify dashboard refresh functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardRefresh"
"","98040","Verify contact form stress test","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testContactFormStress"
"","62121","Verify Meals functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testMealsButton"
"","101707","Verify OTP validation with incomplete code","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testIncompleteOTPInput"
"","129324","Verify OTP input with valid 6-digit code","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidOTPVerification"
"","191","Verify forgot password link navigation","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordNavigation"
"","2869","Verify memory handling with large text input","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testLargeTextInputHandling"
"","98234","Verify form state preservation during navigation","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormStatePreservation"
"","61672","Verify habit navigation","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testHabitNavigation"
"","96730","Verify Spanish language selection","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSpanishLanguageSelection"
"","62662","Verify Medication functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testMedicationButton"
"","98013","Verify keyboard interaction during flows","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction"
"","859","Verify sign in with code navigation","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSignInWithCodeNavigation"
"","99850","Verify rapid multiple login attempts","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testRapidLoginAttempts"
"","41454","Verify scrolling functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardScrolling"
"","98729","Verify back navigation from forgot password screen","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation"
"","43572","Verify FitnessVideos functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testFitnessVideosButton"
"","30145","Verify footer links are visible","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testFooterLinksVisibility"
"","130297","Verify dashboard loads successfully after login","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardLoadsSuccessfully"
"","98030","Verify long text input handling in message field","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testLongMessageInput"
"","13488","Verify contact us form is accessible from login screen","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testContactUsFormAccess"
"","98052","Verify back navigation from contact form","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testBackNavigation"
"","6845","Verify forgot password functionality with valid email","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidEmailPasswordReset"
"","98011","Verify special characters in contact form fields","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testSpecialCharactersInput"
"","10596","Verify back navigation from OTP screen","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testOTPBackNavigation"
"","61703","Verify dashboard state persistence","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardStatePersistence"
"","6222","Verify forgot password with valid email","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordValidEmail"
"","1490","Verify keyboard interaction with password field","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testPasswordFieldKeyboardInteraction"
"","1579","Verify all main UI elements are visible on login screen","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testMainUIElementsVisibility"
"","4921","Verify send code via text functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSendCodeViaText"
"","98058","Verify form field character limits","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFieldCharacterLimits"
"","97326","Verify change language functionality","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testChangeLanguageNavigation"
"","97441","Verify form submission with missing email field","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMissingEmailValidation"
"","98038","Verify form submission with network interruption","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testNetworkInterruptionScenario"
"","179","Verify navigation links are visible","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNavigationLinksVisibility"
"","1599","Verify password field functionality","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testPasswordFieldInput"
"","2898","Verify field navigation and tab order","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testFieldNavigationOrder"
"","102051","Comprehensive dashboard workflow test","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testComprehensiveDashboardWorkflow"
"","3384","Verify forgot password with empty email","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordEmptyEmail"
"","23278","Verify password reset with empty email field","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset"
"","9543","Verify app state persistence after backgrounding","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testAppBackgroundingScenario"
"","2867","Verify email with special characters","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmailWithSpecialCharacters"
"","1018","Verify habit tracking functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testHabitTrackingElements"
"","4084","Verify numeric password input","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNumericPasswordInput"
"","10287","Verify OTP send via email functionality","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testSendOTPViaEmail"
"","98036","Verify form submission with missing message field","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMissingMessageValidation"
"","104","Verify sign in button state","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSignInButtonState"
"","0","Verify profile functionality","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testprofileButton"
"","20542","Verify meeting functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testmeetingButton"
"","5390","Verify password reset success message","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testPasswordResetSuccessMessage"
"","6415","Verify login with invalid credentials","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testInvalidCredentials"
"","3125","Verify login with empty password shows password error","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyPasswordLogin"
"","99698","Verify network interruption handling during authentication","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNetworkInterruptionScenario"
"","4284","Verify login with invalid email format","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testInvalidEmailFormat"
"","96970","Verify contact us form validation with empty fields","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsEmptyFields"
"","304","Verify register link functionality","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testRegisterLinkClick"
"","62285","Verify recipes functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testrecipesButton"
"","98046","Verify keyboard behavior with contact form fields","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testKeyboardInteraction"
"","97982","Verify multiple password reset attempts","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testMultipleResetAttempts"
"","96747","Verify email field validation with invalid email format","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testInvalidEmailValidation"
"","50604","Verify notification functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testNotificationButton"
"","61625","Verify Set Targets functionality","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testSetTargetsButton"
"","97995","Verify back navigation from OTP screen","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testOTPBackNavigation"
"","2633","Verify successful contact form submission with valid data","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testValidContactFormSubmission"
"","15068","Verify main dashboard UI elements are visible","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testMainDashboardUIElements"
"","38","Verify user greeting personalization","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testUserGreetingPersonalization"
"","120503","Verify OTP validation with invalid code","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testInvalidOTPInput"
"","97072","Verify contact us back navigation","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsBackNavigation"
"","1326","Verify keyboard interaction with email field","HabitNu Android Mobile Automation","2025-12-29","passed","2025-12-29","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmailFieldKeyboardInteraction"
"","10056","Verify bottom navigation tabs are functional","HabitNu Android Mobile Automation","2025-12-29","failed","2025-12-29","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testBottomNavigationTabs"
"","98057","Verify form submission with missing subject field","HabitNu Android Mobile Automation","2025-12-29","broken","2025-12-29","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMissingSubjectValidation"
