"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8030","Verify forgot password functionality with valid email","HabitNu Android Mobile Automation","2026-01-01","passed","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidEmailPasswordReset"
"","24216","Verify password reset with empty email field","HabitNu Android Mobile Automation","2026-01-01","passed","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset"
"","129392","Verify OTP input with valid 6-digit code","HabitNu Android Mobile Automation","2026-01-01","broken","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidOTPVerification"
"","96879","Verify back navigation from OTP screen","HabitNu Android Mobile Automation","2026-01-01","broken","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testOTPBackNavigation"
"","97392","Verify back navigation from forgot password screen","HabitNu Android Mobile Automation","2026-01-01","broken","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation"
"","5801","Verify password reset with invalid email format","HabitNu Android Mobile Automation","2026-01-01","passed","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testInvalidEmailFormatReset"
"","101523","Verify OTP validation with incomplete code","HabitNu Android Mobile Automation","2026-01-01","broken","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testIncompleteOTPVerification"
"","14957","Verify OTP send via email functionality","HabitNu Android Mobile Automation","2026-01-01","passed","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testSendOTPViaEmail"
"","96764","Verify multiple password reset attempts","HabitNu Android Mobile Automation","2026-01-01","broken","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testMultipleResetAttempts"
"","96763","Verify keyboard interaction during flows","HabitNu Android Mobile Automation","2026-01-01","passed","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction"
