"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1865","Verify email field accepts valid email format","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testValidEmailInput"
"","5232","Verify password reset success message","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testPasswordResetSuccessMessage"
"","98013","Verify form submission with network interruption","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testNetworkInterruptionScenario"
"","97974","Verify contact form stress test","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testContactFormStress"
"","16906","Verify forgot password with invalid email","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordInvalidEmail"
"","99553","Verify network interruption handling during authentication","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNetworkInterruptionScenario"
"","98072","Verify keyboard interaction during flows","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction"
"","30155","Verify footer links are visible","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testFooterLinksVisibility"
"","98008","Verify form accessibility and usability","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormAccessibility"
"","1020","Verify habit tracking functionality","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testHabitTrackingElements"
"","98067","Verify form error recovery","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormErrorRecovery"
"","98053","Verify back navigation from OTP screen","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testOTPBackNavigation"
"","41696","Verify scrolling functionality","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardScrolling"
"","3907","Verify maximum length input handling","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testMaxLengthInput"
"","92","Verify sign in button state","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSignInButtonState"
"","15078","Verify main dashboard UI elements are visible","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testMainDashboardUIElements"
"","24731","Verify password reset with empty email field","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset"
"","61710","Verify dashboard state persistence","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardStatePersistence"
"","62293","Verify Medication functionality","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testMedicationButton"
"","24","Verify weight progress information","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testWeightProgressInformation"
"","97995","Verify multiple form submissions","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMultipleFormSubmissions"
"","3490","Verify login with empty email shows email error","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyEmailLogin"
"","96999","Verify contact us form with invalid email","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsInvalidEmail"
"","98041","Verify back navigation from contact form","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testBackNavigation"
"","10364","Verify back navigation from OTP screen","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testOTPBackNavigation"
"","7433","Verify forgot password functionality with valid email","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidEmailPasswordReset"
"","96704","Verify form validation with all empty fields","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testEmptyFormValidation"
"","4104","Verify numeric password input","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNumericPasswordInput"
"","100877","Verify OTP validation with incomplete code","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testIncompleteOTPVerification"
"","186","Verify forgot password link navigation","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordNavigation"
"","11353","Verify send code via text functionality","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSendCodeViaText"
"","1931","Verify all main UI elements are visible on login screen","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testMainUIElementsVisibility"
"","276","Verify sign in with code navigation","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSignInWithCodeNavigation"
"","2568","Verify memory handling with large text input","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testLargeTextInputHandling"
"","11712","Verify OTP send via email functionality","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testSendOTPViaEmail"
"","99844","Verify rapid multiple login attempts","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testRapidLoginAttempts"
"","98037","Verify back navigation from forgot password screen","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation"
"","4020","Verify login with invalid email format","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testInvalidEmailFormat"
"","42371","Verify FitnessVideos functionality","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testFitnessVideosButton"
"","4326","Verify login with empty credentials shows validation errors","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyLogin"
"","3571","Verify login with empty password shows password error","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyPasswordLogin"
"","97997","Verify multiple password reset attempts","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testMultipleResetAttempts"
"","196","Verify contact us form navigation","HabitNu Android Mobile Automation","2026-01-08","passed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsNavigation"
"","31941","Verify OTP input using Gmail fetch","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testValidOTPFromGmail"
"","10870","Verify send code via email functionality","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSendCodeViaEmail"
"","98033","Verify form state preservation during navigation","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormStatePreservation"
"","97504","Verify form submission with missing email field","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMissingEmailValidation"
"","80720","Verify profile functionality","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testprofileButton"
"","10097","Verify bottom navigation tabs are functional","HabitNu Android Mobile Automation","2026-01-08","failed","2026-01-08","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testBottomNavigationTabs"
"","101101","Verify OTP validation with incomplete code","HabitNu Android Mobile Automation","2026-01-08","broken","2026-01-08","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testIncompleteOTPInput"
