"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2771","Verify successful contact form submission with valid data","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testValidContactFormSubmission"
"","2871","Verify field navigation and tab order","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testFieldNavigationOrder"
"","8922","Verify send code via text functionality","HabitNu Android Mobile Automation","2026-01-23","failed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSendCodeViaText"
"","96819","Verify contact us form with invalid email","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsInvalidEmail"
"","98105","Verify form submission with missing subject field","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMissingSubjectValidation"
"","97976","Verify category selection functionality","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testCategorySelection"
"","96924","Verify change language functionality","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testChangeLanguageNavigation"
"","97882","Verify form error recovery","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormErrorRecovery"
"","15440","Verify forgot password with invalid email","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordInvalidEmail"
"","275","Verify register link functionality","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testRegisterLinkClick"
"","1430","Verify keyboard interaction with email field","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmailFieldKeyboardInteraction"
"","41830","Verify scrolling functionality","HabitNu Android Mobile Automation","2026-01-23","failed","2026-01-23","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardScrolling"
"","6813","Verify login with invalid credentials","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testInvalidCredentials"
"","96866","Verify form validation with all empty fields","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testEmptyFormValidation"
"","97583","Verify back navigation from forgot password screen","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation"
"","165","Verify forgot password link navigation","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordNavigation"
"","97919","Verify form submission with network interruption","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testNetworkInterruptionScenario"
"","61631","Verify Set Targets functionality","HabitNu Android Mobile Automation","2026-01-23","failed","2026-01-23","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testSetTargetsButton"
"","78","Verify sign in button state","HabitNu Android Mobile Automation","2026-01-23","failed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSignInButtonState"
"","3780","Verify login with empty credentials shows validation errors","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyLogin"
"","97989","Verify keyboard interaction during flows","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction"
"","1438","Verify keyboard interaction with password field","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testPasswordFieldKeyboardInteraction"
"","3902","Verify maximum length input handling","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testMaxLengthInput"
"","99696","Verify network interruption handling during authentication","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNetworkInterruptionScenario"
"","130297","Verify dashboard loads successfully after login","HabitNu Android Mobile Automation","2026-01-23","failed","2026-01-23","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardLoadsSuccessfully"
"","31886","Verify OTP input using Gmail fetch","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testValidOTPFromGmail"
"","3644","Verify login with invalid email format","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testInvalidEmailFormat"
"","10054","Verify bottom navigation tabs are functional","HabitNu Android Mobile Automation","2026-01-23","failed","2026-01-23","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testBottomNavigationTabs"
"","4042","Verify numeric password input","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNumericPasswordInput"
"","61624","Verify Exercise functionality","HabitNu Android Mobile Automation","2026-01-23","failed","2026-01-23","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testExerciseButton"
"","118322","Verify OTP validation with invalid code","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testInvalidOTPInput"
"","23273","Verify password reset with empty email field","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset"
"","5733","Verify forgot password with valid email","HabitNu Android Mobile Automation","2026-01-23","passed","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordValidEmail"
"","62396","Verify recipes functionality","HabitNu Android Mobile Automation","2026-01-23","failed","2026-01-23","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testrecipesButton"
"","96874","Verify back navigation from language selection","HabitNu Android Mobile Automation","2026-01-23","broken","2026-01-23","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testLanguageBackNavigation"
"","15091","Verify main dashboard UI elements are visible","HabitNu Android Mobile Automation","2026-01-23","failed","2026-01-23","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testMainDashboardUIElements"
