"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 26 13:58:30 UTC 2025","Fri Dec 26 13:58:38 UTC 2025","7718","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testIncompleteOTPVerification","Verify OTP validation with incomplete code",""
"passed","Fri Dec 26 13:57:32 UTC 2025","Fri Dec 26 13:57:55 UTC 2025","23302","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset","Verify password reset with empty email field",""
"passed","Fri Dec 26 13:58:47 UTC 2025","Fri Dec 26 13:58:50 UTC 2025","3298","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testOTPBackNavigation","Verify back navigation from OTP screen",""
"passed","Fri Dec 26 13:57:17 UTC 2025","Fri Dec 26 13:57:25 UTC 2025","7869","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidEmailPasswordReset","Verify forgot password functionality with valid email",""
"passed","Fri Dec 26 13:59:03 UTC 2025","Fri Dec 26 13:59:32 UTC 2025","28428","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction","Verify keyboard interaction during flows",""
"passed","Fri Dec 26 13:58:50 UTC 2025","Fri Dec 26 13:59:03 UTC 2025","13359","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testMultipleResetAttempts","Verify multiple password reset attempts",""
"passed","Fri Dec 26 13:57:25 UTC 2025","Fri Dec 26 13:57:32 UTC 2025","6494","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testInvalidEmailFormatReset","Verify password reset with invalid email format",""
"passed","Fri Dec 26 13:58:07 UTC 2025","Fri Dec 26 13:58:30 UTC 2025","22944","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidOTPVerification","Verify OTP input with valid 6-digit code",""
"passed","Fri Dec 26 13:57:55 UTC 2025","Fri Dec 26 13:58:07 UTC 2025","11673","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testSendOTPViaEmail","Verify OTP send via email functionality",""
"passed","Fri Dec 26 13:58:38 UTC 2025","Fri Dec 26 13:58:47 UTC 2025","8939","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation","Verify back navigation from forgot password screen",""
