"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16","Verify user greeting personalization","HabitNu Android Mobile Automation","2025-12-27","failed","2025-12-27","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testUserGreetingPersonalization"
"","30092","Verify footer links are visible","HabitNu Android Mobile Automation","2025-12-26","failed","2025-12-26","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testFooterLinksVisibility"
"","104749","Verify contact us form with valid data","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsValidData"
"","97770","Verify form submission with missing email field","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testMissingEmailValidation"
"","97895","Verify special characters in contact form fields","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testSpecialCharactersInput"
"","3104","Verify forgot password with empty email","HabitNu Android Mobile Automation","2025-12-26","passed","2025-12-26","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordEmptyEmail"
"","114511","Verify OTP validation with invalid code","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testInvalidOTPInput"
"","97930","Verify form state preservation during navigation","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormStatePreservation"
"","96966","Verify contact us form validation with empty fields","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testContactUsEmptyFields"
"","61605","Verify habit navigation","HabitNu Android Mobile Automation","2025-12-27","failed","2025-12-27","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testHabitNavigation"
"","2847","Verify field navigation and tab order","HabitNu Android Mobile Automation","2025-12-26","passed","2025-12-26","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testFieldNavigationOrder"
"","97937","Verify form error recovery","HabitNu Android Mobile Automation","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormErrorRecovery"
"","61613","Verify dashboard state persistence","HabitNu Android Mobile Automation","2025-12-27","failed","2025-12-27","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardStatePersistence"
"","98003","Verify back navigation from forgot password screen","HabitNu Android Mobile Automation","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation"
"","99426","Verify network interruption handling during authentication","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNetworkInterruptionScenario"
"","97857","Verify multiple password reset attempts","HabitNu Android Mobile Automation","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testMultipleResetAttempts"
"","61613","Verify Meals functionality","HabitNu Android Mobile Automation","2025-12-27","failed","2025-12-27","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testMealsButton"
"","4273","Verify password reset success message","HabitNu Android Mobile Automation","2025-12-26","failed","2025-12-26","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testPasswordResetSuccessMessage"
"","3952","Verify login with empty credentials shows validation errors","HabitNu Android Mobile Automation","2025-12-26","passed","2025-12-26","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyLogin"
"","62476","Verify Medication functionality","HabitNu Android Mobile Automation","2025-12-27","failed","2025-12-27","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testMedicationButton"
"","61619","Verify Weight functionality","HabitNu Android Mobile Automation","2025-12-27","failed","2025-12-27","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testWeightButton"
"","96669","Verify change language functionality","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testChangeLanguageNavigation"
