"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","Verify navigation links are visible","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNavigationLinksVisibility"
"","2","Verify password reset with invalid email format","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testInvalidEmailFormatReset"
"","1","Verify footer links are visible","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testFooterLinksVisibility"
"","1","Verify maximum length input handling","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testMaxLengthInput"
"","0","Verify Discussion functionality","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDiscussionButton"
"","0","Verify register link functionality","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testRegisterLinkClick"
"","1","Verify change language functionality","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testChangeLanguageNavigation"
"","1","Verify forgot password with empty email","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordEmptyEmail"
"","0","Verify weight progress information","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testWeightProgressInformation"
"","2","Verify back navigation from contact form","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testBackNavigation"
"","0","Verify successful contact form submission with valid data","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testValidContactFormSubmission"
"","0","Verify dashboard refresh functionality","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardRefresh"
"","1","Verify login with empty email shows email error","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyEmailLogin"
"","0","Verify form state preservation during navigation","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormStatePreservation"
"","1","Verify OTP validation with incomplete code","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testIncompleteOTPInput"
"","1","Verify long text input handling in message field","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testLongMessageInput"
"","1","Verify back navigation from forgot password screen","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation"
"","0","Verify rapid multiple login attempts","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testRapidLoginAttempts"
"","0","Verify forgot password functionality with valid email","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidEmailPasswordReset"
"","1","Verify back navigation from language selection","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testLanguageBackNavigation"
"","1","Verify login with empty password shows password error","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmptyPasswordLogin"
"","0","Verify habit tracking functionality","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testHabitTrackingElements"
"","0","Verify scrolling functionality","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testDashboardScrolling"
"","0","Verify profile functionality","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testprofileButton"
"","1","Verify form error recovery","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormErrorRecovery"
"","1","Verify field navigation and tab order","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testFieldNavigationOrder"
"","0","Verify recipes functionality","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testrecipesButton"
"","2","Verify back navigation from OTP screen","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testOTPBackNavigation"
"","1","Verify password reset with empty email field","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset"
"","0","Verify OTP send via email functionality","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testSendOTPViaEmail"
"","1","Comprehensive dashboard workflow test","HabitNu Android Mobile Automation","2026-07-07","skipped","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testComprehensiveDashboardWorkflow"
