"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2142","Verify successful contact form submission with valid data","HabitNu Android Mobile Automation","2026-01-12","broken","2026-01-12","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testValidContactFormSubmission"
"","1331","Verify keyboard interaction with email field","HabitNu Android Mobile Automation","2026-01-12","passed","2026-01-12","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testEmailFieldKeyboardInteraction"
"","96883","Verify OTP input with valid 6-digit code","HabitNu Android Mobile Automation","2026-01-12","broken","2026-01-12","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidOTPVerification"
"","98022","Verify form error recovery","HabitNu Android Mobile Automation","2026-01-12","broken","2026-01-12","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testFormErrorRecovery"
"","101851","Comprehensive dashboard workflow test","HabitNu Android Mobile Automation","2026-01-12","failed","2026-01-12","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testComprehensiveDashboardWorkflow"
"","20532","Verify meeting functionality","HabitNu Android Mobile Automation","2026-01-12","failed","2026-01-12","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testmeetingButton"
"","9416","Verify send code via text functionality","HabitNu Android Mobile Automation","2026-01-12","failed","2026-01-12","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSendCodeViaText"
"","97931","Verify keyboard interaction during flows","HabitNu Android Mobile Automation","2026-01-12","passed","2026-01-12","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction"
"","1904","Verify all main UI elements are visible on login screen","HabitNu Android Mobile Automation","2026-01-12","passed","2026-01-12","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testMainUIElementsVisibility"
"","97866","Verify form submission with network interruption","HabitNu Android Mobile Automation","2026-01-12","broken","2026-01-12","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testNetworkInterruptionScenario"
"","173","Verify register link functionality","HabitNu Android Mobile Automation","2026-01-12","passed","2026-01-12","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testRegisterLinkClick"
"","1017","Verify habit tracking functionality","HabitNu Android Mobile Automation","2026-01-12","failed","2026-01-12","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testHabitTrackingElements"
