"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","96847","Verify multiple password reset attempts","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testMultipleResetAttempts"
"","23582","Verify password reset with empty email field","HabitNu Android Mobile Automation","2025-12-26","passed","2025-12-26","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset"
"","130856","Verify OTP input with valid 6-digit code","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidOTPVerification"
"","97211","Verify back navigation from forgot password screen","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation"
"","7824","Verify forgot password functionality with valid email","HabitNu Android Mobile Automation","2025-12-26","passed","2025-12-26","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidEmailPasswordReset"
"","96922","Verify keyboard interaction during flows","HabitNu Android Mobile Automation","2025-12-26","passed","2025-12-26","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction"
"","6735","Verify password reset with invalid email format","HabitNu Android Mobile Automation","2025-12-26","passed","2025-12-26","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testInvalidEmailFormatReset"
"","96797","Verify back navigation from OTP screen","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testOTPBackNavigation"
"","100757","Verify OTP validation with incomplete code","HabitNu Android Mobile Automation","2025-12-26","broken","2025-12-26","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testIncompleteOTPVerification"
"","13398","Verify OTP send via email functionality","HabitNu Android Mobile Automation","2025-12-26","passed","2025-12-26","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testSendOTPViaEmail"
