"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Dec 26 14:31:12 UTC 2025","Fri Dec 26 14:32:49 UTC 2025","96723","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testInvalidEmailFormatReset","Verify password reset with invalid email format",""
"passed","Fri Dec 26 14:43:05 UTC 2025","Fri Dec 26 14:44:41 UTC 2025","96642","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction","Verify keyboard interaction during flows",""
"broken","Fri Dec 26 14:32:49 UTC 2025","Fri Dec 26 14:34:26 UTC 2025","96737","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset","Verify password reset with empty email field",""
"broken","Fri Dec 26 14:39:50 UTC 2025","Fri Dec 26 14:41:27 UTC 2025","97088","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testOTPBackNavigation","Verify back navigation from OTP screen",""
"broken","Fri Dec 26 14:29:34 UTC 2025","Fri Dec 26 14:31:12 UTC 2025","97457","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidEmailPasswordReset","Verify forgot password functionality with valid email",""
"broken","Fri Dec 26 14:41:28 UTC 2025","Fri Dec 26 14:43:04 UTC 2025","96701","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testMultipleResetAttempts","Verify multiple password reset attempts",""
"broken","Fri Dec 26 14:34:59 UTC 2025","Fri Dec 26 14:36:36 UTC 2025","96706","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidOTPVerification","Verify OTP input with valid 6-digit code",""
"broken","Fri Dec 26 14:34:27 UTC 2025","Fri Dec 26 14:34:58 UTC 2025","31814","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testSendOTPViaEmail","Verify OTP send via email functionality",""
"broken","Fri Dec 26 14:36:36 UTC 2025","Fri Dec 26 14:38:13 UTC 2025","96711","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testIncompleteOTPVerification","Verify OTP validation with incomplete code",""
"broken","Fri Dec 26 14:38:13 UTC 2025","Fri Dec 26 14:39:50 UTC 2025","96675","HabitNu Android Mobile Automation","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation","Verify back navigation from forgot password screen",""
