"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","100206","Verify rapid multiple login attempts","HabitNu Android Mobile Automation","2026-07-07","broken","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testRapidLoginAttempts"
"","98894","Verify back navigation from contact form","HabitNu Android Mobile Automation","2026-07-07","broken","2026-07-07","com.habitnu.tests.android.contactUsTestAndroid","Android Login Tests","com.habitnu.tests.android.contactUsTestAndroid","testBackNavigation"
"","10583","Verify back navigation from OTP screen","HabitNu Android Mobile Automation","2026-07-07","failed","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testOTPBackNavigation"
"","4564","Verify numeric password input","HabitNu Android Mobile Automation","2026-07-07","passed","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testNumericPasswordInput"
"","6436","Verify login with invalid credentials","HabitNu Android Mobile Automation","2026-07-07","passed","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testInvalidCredentials"
"","83656","Verify profile functionality","HabitNu Android Mobile Automation","2026-07-07","failed","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testprofileButton"
"","3395","Verify memory handling with large text input","HabitNu Android Mobile Automation","2026-07-07","failed","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testLargeTextInputHandling"
"","21157","Verify meeting functionality","HabitNu Android Mobile Automation","2026-07-07","failed","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testmeetingButton"
"","101961","Comprehensive dashboard workflow test","HabitNu Android Mobile Automation","2026-07-07","failed","2026-07-07","com.habitnu.tests.android.dashboardTestAndroid","Android Login Tests","com.habitnu.tests.android.dashboardTestAndroid","testComprehensiveDashboardWorkflow"
"","97297","Verify Spanish language selection","HabitNu Android Mobile Automation","2026-07-07","broken","2026-07-07","com.habitnu.tests.android.loginTestAndroid","Android Login Tests","com.habitnu.tests.android.loginTestAndroid","testSpanishLanguageSelection"
