"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8933","Verify forgot password functionality with valid email","HabitNu Android Mobile Automation","2026-01-01","passed","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidEmailPasswordReset"
"","101130","Verify OTP validation with incomplete code","HabitNu Android Mobile Automation","2026-01-01","broken","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testIncompleteOTPVerification"
"","24235","Verify password reset with empty email field","HabitNu Android Mobile Automation","2026-01-01","passed","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testEmptyEmailPasswordReset"
"","97104","Verify back navigation from OTP screen","HabitNu Android Mobile Automation","2026-01-01","broken","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testOTPBackNavigation"
"","15525","Verify OTP send via email functionality","HabitNu Android Mobile Automation","2026-01-01","passed","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testSendOTPViaEmail"
"","96992","Verify keyboard interaction during flows","HabitNu Android Mobile Automation","2026-01-01","passed","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testKeyboardInteraction"
"","135032","Verify OTP input with valid 6-digit code","HabitNu Android Mobile Automation","2026-01-01","broken","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testValidOTPVerification"
"","7986","Verify password reset with invalid email format","HabitNu Android Mobile Automation","2026-01-01","passed","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testInvalidEmailFormatReset"
"","97145","Verify multiple password reset attempts","HabitNu Android Mobile Automation","2026-01-01","broken","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testMultipleResetAttempts"
"","97350","Verify back navigation from forgot password screen","HabitNu Android Mobile Automation","2026-01-01","broken","2026-01-01","com.habitnu.tests.android.forgotPasswordTestAndroid","Android Login Tests","com.habitnu.tests.android.forgotPasswordTestAndroid","testForgotPasswordBackNavigation"
