"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","99357","Verify login with empty credentials shows validation errors","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testEmptyLogin"
"","96698","Verify sign in with code navigation","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testSignInWithCodeNavigation"
"","31736","Verify network interruption handling during authentication","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testNetworkInterruptionScenario"
"","96570","Verify form state after multiple error scenarios","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testFormStateAfterErrors"
"","31747","Verify app state persistence after backgrounding","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testAppBackgroundingScenario"
"","0","Verify form state after multiple error scenarios","Surefire suite","2025-12-27","passed","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testLoginSuccessfully"
"","31878","Verify login with invalid email format","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testInvalidEmailFormat"
"","31847","Verify password field functionality","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testPasswordFieldInput"
"","31776","Verify OTP input using Gmail fetch","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testValidOTPFromGmail"
"","41911","Verify login with empty email shows email error","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testEmptyEmailLogin"
"","31801","Verify password reset success message","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testPasswordResetSuccessMessage"
"","31814","Verify forgot password with valid email","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testForgotPasswordValidEmail"
"","96583","Verify back navigation from language selection","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testLanguageBackNavigation"
"","96534","Verify Spanish language selection","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testSpanishLanguageSelection"
"","31743","Verify contact us form with valid data","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testContactUsValidData"
"","31735","Verify keyboard interaction with password field","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testPasswordFieldKeyboardInteraction"
"","31837","Verify maximum length input handling","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testMaxLengthInput"
"","96586","Verify OTP validation with incomplete code","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testIncompleteOTPInput"
"","96774","Verify send code via text functionality","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testSendCodeViaText"
"","31747","Verify special characters and unicode input handling","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testSpecialCharactersInput"
"","31857","Verify login with invalid credentials","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testInvalidCredentials"
"","96766","Verify register link functionality","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testRegisterLinkClick"
"","31835","Verify email with special characters","Surefire suite","2025-12-27","broken","2025-12-27","com.habitnu.tests.android.loginTestAndroid","Surefire test","com.habitnu.tests.android.loginTestAndroid","testEmailWithSpecialCharacters"
